gene_id	junction_id	chromosome	donor_site	acceptor_site	strand	read_count
ENSMUSG00000025156.17	chr11_120786687_120786771_+	chr11	120786687	120786771	+	226
ENSMUSG00000025156.17	chr11_120786849_120787008_+	chr11	120786849	120787008	+	217
ENSMUSG00000037361.8	chr12_4817819_4820593_+	chr12	4817819	4820593	+	577
ENSMUSG00000037361.8	chr12_4820712_4826757_+	chr12	4820712	4826757	+	609
ENSMUSG00000037361.8	chr12_4826896_4827013_+	chr12	4826896	4827013	+	566
ENSMUSG00000020571.12	chr12_17266651_17270395_+	chr12	17266651	17270395	+	203
ENSMUSG00000020571.12	chr12_17270537_17273944_+	chr12	17270537	17273944	+	274
ENSMUSG00000020571.12	chr12_17274002_17274383_+	chr12	17274002	17274383	+	282
ENSMUSG00000020571.12	chr12_17274510_17277197_+	chr12	17274510	17277197	+	338
ENSMUSG00000020571.12	chr12_17277304_17278513_+	chr12	17277304	17278513	+	424
ENSMUSG00000020571.12	chr12_17278644_17278835_+	chr12	17278644	17278835	+	389
ENSMUSG00000020571.12	chr12_17278950_17279578_+	chr12	17278950	17279578	+	404
ENSMUSG00000020571.12	chr12_17279719_17280377_+	chr12	17279719	17280377	+	539
ENSMUSG00000020571.12	chr12_17280462_17280566_+	chr12	17280462	17280566	+	458
ENSMUSG00000020571.12	chr12_17280639_17280910_+	chr12	17280639	17280910	+	441
ENSMUSG00000020571.12	chr12_17281069_17283199_+	chr12	17281069	17283199	+	471
ENSMUSG00000020571.12	chr12_17283296_17283937_+	chr12	17283296	17283937	+	487
ENSMUSG00000054309.9	chr12_21312367_21313766_+	chr12	21312367	21313766	+	107
ENSMUSG00000054309.9	chr12_21313863_21314647_+	chr12	21313863	21314647	+	58
ENSMUSG00000054309.9	chr12_21308998_21310196_+	chr12	21308998	21310196	+	276
ENSMUSG00000054309.9	chr12_21310284_21312297_+	chr12	21310284	21312297	+	179
ENSMUSG00000020644.9	chr12_25094576_25095310_-	chr12	25095310	25094576	-	394
ENSMUSG00000020644.9	chr12_25095374_25095662_-	chr12	25095662	25095374	-	463
ENSMUSG00000044573.16	chr12_30895953_30896115_-	chr12	30896115	30895953	-	200
ENSMUSG00000044573.16	chr12_30896221_30897744_-	chr12	30897744	30896221	-	300
ENSMUSG00000044573.16	chr12_30905142_30911489_-	chr12	30911489	30905142	-	242
ENSMUSG00000020570.15	chr12_32965500_32967535_+	chr12	32965500	32967535	+	109
ENSMUSG00000020570.15	chr12_32967743_32974127_+	chr12	32967743	32974127	+	200
ENSMUSG00000020570.15	chr12_32974319_32975589_+	chr12	32974319	32975589	+	131
ENSMUSG00000014905.4	chr12_44207405_44208086_-	chr12	44208086	44207405	-	55
ENSMUSG00000014905.4	chr12_44208313_44209939_-	chr12	44209939	44208313	-	35
ENSMUSG00000044408.7	chr12_54646535_54656371_-	chr12	54656371	54646535	-	469
ENSMUSG00000005656.9	chr12_54770840_54783402_-	chr12	54783402	54770840	-	71
ENSMUSG00000005656.9	chr12_54784119_54795453_-	chr12	54795453	54784119	-	106
ENSMUSG00000021024.14	chr12_55398991_55407468_+	chr12	55398991	55407468	+	407
ENSMUSG00000021024.14	chr12_55407563_55408001_+	chr12	55407563	55408001	+	463
ENSMUSG00000021024.14	chr12_55408083_55410126_+	chr12	55408083	55410126	+	429
ENSMUSG00000021024.14	chr12_55410282_55412186_+	chr12	55410282	55412186	+	517
ENSMUSG00000021024.14	chr12_55412365_55414403_+	chr12	55412365	55414403	+	348
ENSMUSG00000021024.14	chr12_55414498_55418236_+	chr12	55414498	55418236	+	530
ENSMUSG00000020993.9	chr12_59043676_59044252_-	chr12	59044252	59043676	-	355
ENSMUSG00000020993.9	chr12_59044346_59048122_-	chr12	59048122	59044346	-	380
ENSMUSG00000020993.9	chr12_59048206_59050267_-	chr12	59050267	59048206	-	316
ENSMUSG00000020993.9	chr12_59050385_59051640_-	chr12	59051640	59050385	-	286
ENSMUSG00000020993.9	chr12_59051708_59061155_-	chr12	59061155	59051708	-	219
ENSMUSG00000020949.9	chr12_65066777_65069001_-	chr12	65069001	65066777	-	379
ENSMUSG00000020949.9	chr12_65069109_65069950_-	chr12	65069950	65069109	-	349
ENSMUSG00000020949.9	chr12_65070052_65073814_-	chr12	65073814	65070052	-	327
ENSMUSG00000021076.6	chr12_70958113_70959840_+	chr12	70958113	70959840	+	589
ENSMUSG00000021076.6	chr12_70960042_70961866_+	chr12	70960042	70961866	+	364
ENSMUSG00000060073.9	chr12_70974767_70978732_+	chr12	70974767	70978732	+	1206
ENSMUSG00000060073.9	chr12_70978815_70983318_+	chr12	70978815	70983318	+	945
ENSMUSG00000060073.9	chr12_70983442_70984492_+	chr12	70983442	70984492	+	578
ENSMUSG00000060073.9	chr12_70984594_70984671_+	chr12	70984594	70984671	+	976
ENSMUSG00000060073.9	chr12_70984745_70986862_+	chr12	70984745	70986862	+	1683
ENSMUSG00000060073.9	chr12_70986935_70988423_+	chr12	70986935	70988423	+	1115
ENSMUSG00000060073.9	chr12_70988489_70990484_+	chr12	70988489	70990484	+	1101
ENSMUSG00000060073.9	chr12_70990531_70993012_+	chr12	70990531	70993012	+	970
ENSMUSG00000060073.9	chr12_70993080_70993505_+	chr12	70993080	70993505	+	774
ENSMUSG00000060073.9	chr12_70993570_70994350_+	chr12	70993570	70994350	+	728
ENSMUSG00000059436.13	chr12_76940090_76953168_-	chr12	76953168	76940090	-	169
ENSMUSG00000059436.13	chr12_76938755_76939966_-	chr12	76939966	76938755	-	192
ENSMUSG00000059436.13	chr12_76953276_76961989_-	chr12	76961989	76953276	-	51
ENSMUSG00000021116.10	chr12_78862180_78866525_+	chr12	78862180	78866525	+	171
ENSMUSG00000021116.10	chr12_78866767_78874563_+	chr12	78866767	78874563	+	137
ENSMUSG00000021116.10	chr12_78874643_78877091_+	chr12	78874643	78877091	+	219
ENSMUSG00000021116.10	chr12_78877243_78879950_+	chr12	78877243	78879950	+	357
ENSMUSG00000021116.10	chr12_78880057_78881131_+	chr12	78880057	78881131	+	337
ENSMUSG00000021116.10	chr12_78881229_78883257_+	chr12	78881229	78883257	+	469
ENSMUSG00000021116.10	chr12_78883401_78884790_+	chr12	78883401	78884790	+	258
ENSMUSG00000021131.14	chr12_80634527_80637489_-	chr12	80637489	80634527	-	500
ENSMUSG00000021131.14	chr12_80637610_80640956_-	chr12	80640956	80637610	-	591
ENSMUSG00000021131.14	chr12_80641044_80643763_-	chr12	80643763	80641044	-	548
ENSMUSG00000010608.15	chr12_83642749_83644398_+	chr12	83642749	83644398	+	44
ENSMUSG00000010608.15	chr12_83644448_83646136_+	chr12	83644448	83646136	+	51
ENSMUSG00000010608.15	chr12_83648255_83651286_+	chr12	83648255	83651286	+	56
ENSMUSG00000010608.15	chr12_83651444_83659422_+	chr12	83651444	83659422	+	122
ENSMUSG00000010608.15	chr12_83659608_83660307_+	chr12	83659608	83660307	+	86
ENSMUSG00000010608.15	chr12_83660361_83660594_+	chr12	83660361	83660594	+	91
ENSMUSG00000010608.15	chr12_83668508_83671907_+	chr12	83668508	83671907	+	72
ENSMUSG00000008822.15	chr12_85272827_85279990_-	chr12	85279990	85272827	-	127
ENSMUSG00000008822.15	chr12_85280082_85280309_-	chr12	85280309	85280082	-	228
ENSMUSG00000021037.7	chr12_87269957_87270336_+	chr12	87269957	87270336	+	301
ENSMUSG00000021037.7	chr12_87270454_87271338_+	chr12	87270454	87271338	+	374
ENSMUSG00000021037.7	chr12_87271427_87272571_+	chr12	87271427	87272571	+	268
ENSMUSG00000021037.7	chr12_87272700_87273122_+	chr12	87272700	87273122	+	288
ENSMUSG00000021037.7	chr12_87273224_87273446_+	chr12	87273224	87273446	+	270
ENSMUSG00000021037.7	chr12_87273498_87273590_+	chr12	87273498	87273590	+	333
ENSMUSG00000021178.9	chr12_100110211_100112330_+	chr12	100110211	100112330	+	183
ENSMUSG00000021178.9	chr12_100112384_100113055_+	chr12	100112384	100113055	+	366
ENSMUSG00000021178.9	chr12_100113152_100114837_+	chr12	100113152	100114837	+	187
ENSMUSG00000021178.9	chr12_100114962_100115419_+	chr12	100114962	100115419	+	258
ENSMUSG00000021178.9	chr12_100115605_100115786_+	chr12	100115605	100115786	+	417
ENSMUSG00000021178.9	chr12_100115915_100116698_+	chr12	100115915	100116698	+	446
ENSMUSG00000021178.9	chr12_100116795_100119072_+	chr12	100116795	100119072	+	532
ENSMUSG00000021178.9	chr12_100119262_100119986_+	chr12	100119262	100119986	+	342
ENSMUSG00000021178.9	chr12_100120138_100120992_+	chr12	100120138	100120992	+	431
ENSMUSG00000021178.9	chr12_100121147_100123057_+	chr12	100121147	100123057	+	308
ENSMUSG00000021102.4	chr12_105032982_105040274_+	chr12	105032982	105040274	+	332
ENSMUSG00000021111.15	chr12_105784914_105799650_+	chr12	105784914	105799650	+	71
ENSMUSG00000021111.15	chr12_105799824_105800683_+	chr12	105799824	105800683	+	61
ENSMUSG00000021111.15	chr12_105800750_105804926_+	chr12	105800750	105804926	+	81
ENSMUSG00000021111.15	chr12_105805008_105806486_+	chr12	105805008	105806486	+	101
ENSMUSG00000021111.15	chr12_105809432_105809523_+	chr12	105809432	105809523	+	106
ENSMUSG00000017843.14	chr12_110485952_110522490_+	chr12	110485952	110522490	+	137
ENSMUSG00000017843.14	chr12_110522690_110544074_+	chr12	110522690	110544074	+	110
ENSMUSG00000017843.14	chr12_110544185_110545594_+	chr12	110544185	110545594	+	111
ENSMUSG00000017843.14	chr12_110545687_110545770_+	chr12	110545687	110545770	+	130
ENSMUSG00000017843.14	chr12_110545901_110551061_+	chr12	110545901	110551061	+	120
ENSMUSG00000017843.14	chr12_110551121_110552784_+	chr12	110551121	110552784	+	144
ENSMUSG00000017843.14	chr12_110552893_110554842_+	chr12	110552893	110554842	+	151
ENSMUSG00000017843.14	chr12_110554896_110561297_+	chr12	110554896	110561297	+	169
ENSMUSG00000017843.14	chr12_110561468_110567727_+	chr12	110561468	110567727	+	220
ENSMUSG00000017843.14	chr12_110567855_110568953_+	chr12	110567855	110568953	+	273
ENSMUSG00000017843.14	chr12_110569055_110570695_+	chr12	110569055	110570695	+	140
ENSMUSG00000021270.13	chr12_110691649_110692113_-	chr12	110692113	110691649	-	289
ENSMUSG00000021270.13	chr12_110692447_110692603_-	chr12	110692603	110692447	-	112
ENSMUSG00000021270.13	chr12_110692872_110693019_-	chr12	110693019	110692872	-	411
ENSMUSG00000021270.13	chr12_110693167_110693311_-	chr12	110693311	110693167	-	444
ENSMUSG00000021270.13	chr12_110694343_110694570_-	chr12	110694570	110694343	-	1250
ENSMUSG00000021270.13	chr12_110694704_110695051_-	chr12	110695051	110694704	-	2065
ENSMUSG00000021270.13	chr12_110693502_110693710_-	chr12	110693710	110693502	-	317
ENSMUSG00000021270.13	chr12_110693876_110694022_-	chr12	110694022	110693876	-	592
ENSMUSG00000021270.13	chr12_110695418_110695518_-	chr12	110695518	110695418	-	1497
ENSMUSG00000021270.13	chr12_110695680_110696251_-	chr12	110696251	110695680	-	2490
ENSMUSG00000064326.13	chr12_112647032_112647824_+	chr12	112647032	112647824	+	166
ENSMUSG00000064326.13	chr12_112647981_112648979_+	chr12	112647981	112648979	+	173
ENSMUSG00000015672.4	chr13_14610740_14611422_-	chr13	14611422	14610740	-	91
ENSMUSG00000015672.4	chr13_14611604_14612891_-	chr13	14612891	14611604	-	128
ENSMUSG00000006717.7	chr13_24818191_24820714_-	chr13	24820714	24818191	-	59
ENSMUSG00000006717.7	chr13_24820899_24831225_-	chr13	24831225	24820899	-	92
ENSMUSG00000038462.3	chr13_30541341_30545033_-	chr13	30545033	30541341	-	725
ENSMUSG00000038683.16	chr13_41001413_41004736_+	chr13	41001413	41004736	+	213
ENSMUSG00000038683.16	chr13_41004899_41008015_+	chr13	41004899	41008015	+	280
ENSMUSG00000038683.16	chr13_41008136_41008210_+	chr13	41008136	41008210	+	378
ENSMUSG00000038683.16	chr13_41008285_41008885_+	chr13	41008285	41008885	+	241
ENSMUSG00000038683.16	chr13_41008938_41009218_+	chr13	41008938	41009218	+	268
ENSMUSG00000038683.16	chr13_41009364_41009447_+	chr13	41009364	41009447	+	277
ENSMUSG00000038683.16	chr13_41009545_41011182_+	chr13	41009545	41011182	+	323
ENSMUSG00000038683.16	chr13_41011282_41012333_+	chr13	41011282	41012333	+	334
ENSMUSG00000038683.16	chr13_41012457_41012564_+	chr13	41012457	41012564	+	483
ENSMUSG00000021361.7	chr13_41016398_41017114_+	chr13	41016398	41017114	+	603
ENSMUSG00000021361.7	chr13_41017173_41017705_+	chr13	41017173	41017705	+	953
ENSMUSG00000021361.7	chr13_41017782_41018355_+	chr13	41017782	41018355	+	945
ENSMUSG00000021361.7	chr13_41018457_41021118_+	chr13	41018457	41021118	+	929
ENSMUSG00000021361.7	chr13_41021206_41022105_+	chr13	41021206	41022105	+	857
ENSMUSG00000063200.4	chr13_43398658_43398734_+	chr13	43398658	43398734	+	359
ENSMUSG00000063200.4	chr13_43398795_43399510_+	chr13	43398795	43399510	+	340
ENSMUSG00000063200.4	chr13_43399569_43400592_+	chr13	43399569	43400592	+	93
ENSMUSG00000063200.4	chr13_43401418_43401499_+	chr13	43401418	43401499	+	75
ENSMUSG00000063200.4	chr13_43400621_43400852_+	chr13	43400621	43400852	+	62
ENSMUSG00000037966.15	chr13_49187637_49193735_+	chr13	49187637	49193735	+	275
ENSMUSG00000037966.15	chr13_49193964_49194893_+	chr13	49193964	49194893	+	338
ENSMUSG00000037966.15	chr13_49195057_49195603_+	chr13	49195057	49195603	+	284
ENSMUSG00000025868.6	chr13_54590419_54590723_+	chr13	54590419	54590723	+	459
ENSMUSG00000034789.8	chr13_55320214_55320311_-	chr13	55320311	55320214	-	143
ENSMUSG00000034789.8	chr13_55320553_55320744_-	chr13	55320744	55320553	-	170
ENSMUSG00000034789.8	chr13_55320844_55320926_-	chr13	55320926	55320844	-	153
ENSMUSG00000034789.8	chr13_55321458_55321537_-	chr13	55321537	55321458	-	140
ENSMUSG00000021497.10	chr13_55718267_55721578_+	chr13	55718267	55721578	+	196
ENSMUSG00000021497.10	chr13_55721742_55724507_+	chr13	55721742	55724507	+	175
ENSMUSG00000021497.10	chr13_55724638_55725666_+	chr13	55724638	55725666	+	215
ENSMUSG00000021550.6	chr13_58382009_58382407_-	chr13	58382407	58382009	-	194
ENSMUSG00000021550.6	chr13_58382603_58384149_-	chr13	58384149	58382603	-	180
ENSMUSG00000021520.4	chr13_66900826_66901401_-	chr13	66901401	66900826	-	978
ENSMUSG00000021520.4	chr13_66901568_66902729_-	chr13	66902729	66901568	-	904
ENSMUSG00000021520.4	chr13_66902801_66905292_-	chr13	66905292	66902801	-	814
ENSMUSG00000021595.18	chr13_69623293_69626477_+	chr13	69623293	69626477	+	82
ENSMUSG00000021595.18	chr13_69627166_69627559_+	chr13	69627166	69627559	+	72
ENSMUSG00000021595.18	chr13_69627656_69629534_+	chr13	69627656	69629534	+	97
ENSMUSG00000021595.18	chr13_69631315_69631531_+	chr13	69631315	69631531	+	65
ENSMUSG00000021610.8	chr13_73615223_73615962_+	chr13	73615223	73615962	+	341
ENSMUSG00000021610.8	chr13_73616045_73616814_+	chr13	73616045	73616814	+	293
ENSMUSG00000021610.8	chr13_73616849_73617577_+	chr13	73616849	73617577	+	237
ENSMUSG00000021610.8	chr13_73617633_73617718_+	chr13	73617633	73617718	+	265
ENSMUSG00000021610.8	chr13_73617763_73618401_+	chr13	73617763	73618401	+	230
ENSMUSG00000021610.8	chr13_73618517_73620032_+	chr13	73618517	73620032	+	262
ENSMUSG00000021610.8	chr13_73604399_73604929_+	chr13	73604399	73604929	+	107
ENSMUSG00000021610.8	chr13_73607868_73608903_+	chr13	73607868	73608903	+	359
ENSMUSG00000021610.8	chr13_73608982_73611143_+	chr13	73608982	73611143	+	379
ENSMUSG00000021610.8	chr13_73611261_73611621_+	chr13	73611261	73611621	+	223
ENSMUSG00000021610.8	chr13_73611716_73612393_+	chr13	73611716	73612393	+	193
ENSMUSG00000021610.8	chr13_73612478_73613657_+	chr13	73612478	73613657	+	226
ENSMUSG00000021610.8	chr13_73613761_73614606_+	chr13	73613761	73614606	+	315
ENSMUSG00000021610.8	chr13_73614672_73615172_+	chr13	73614672	73615172	+	220
ENSMUSG00000021577.14	chr13_74323173_74323840_-	chr13	74323840	74323173	-	193
ENSMUSG00000021577.14	chr13_74323954_74326926_-	chr13	74326926	74323954	-	439
ENSMUSG00000021577.14	chr13_74327057_74327246_-	chr13	74327246	74327057	-	326
ENSMUSG00000021577.14	chr13_74327358_74328296_-	chr13	74328296	74327358	-	278
ENSMUSG00000021577.14	chr13_74328415_74331298_-	chr13	74331298	74328415	-	343
ENSMUSG00000021577.14	chr13_74331470_74332098_-	chr13	74332098	74331470	-	404
ENSMUSG00000021577.14	chr13_74332294_74333021_-	chr13	74333021	74332294	-	204
ENSMUSG00000021577.14	chr13_74333190_74334297_-	chr13	74334297	74333190	-	320
ENSMUSG00000021577.14	chr13_74334422_74337390_-	chr13	74337390	74334422	-	246
ENSMUSG00000021577.14	chr13_74337539_74339046_-	chr13	74339046	74337539	-	268
ENSMUSG00000021577.14	chr13_74339211_74339571_-	chr13	74339571	74339211	-	83
ENSMUSG00000021577.14	chr13_74339715_74343336_-	chr13	74343336	74339715	-	152
ENSMUSG00000021577.14	chr13_74344937_74350145_-	chr13	74350145	74344937	-	112
ENSMUSG00000021537.9	chr13_81784776_81786842_+	chr13	81784776	81786842	+	190
ENSMUSG00000021537.9	chr13_81786957_81791955_+	chr13	81786957	81791955	+	242
ENSMUSG00000021537.9	chr13_81792147_81796653_+	chr13	81792147	81796653	+	199
ENSMUSG00000012422.14	chr13_90089783_90098361_+	chr13	90089783	90098361	+	294
ENSMUSG00000012422.14	chr13_90098471_90100907_+	chr13	90098471	90100907	+	429
ENSMUSG00000012422.14	chr13_90100942_90104374_+	chr13	90100942	90104374	+	392
ENSMUSG00000042043.6	chr13_94789002_94832359_+	chr13	94789002	94832359	+	498
ENSMUSG00000042043.6	chr13_94837194_94842649_+	chr13	94837194	94842649	+	338
ENSMUSG00000021660.14	chr13_98310201_98310980_-	chr13	98310980	98310201	-	719
ENSMUSG00000021660.14	chr13_98311037_98313091_-	chr13	98313091	98311037	-	854
ENSMUSG00000021660.14	chr13_98313293_98313638_-	chr13	98313638	98313293	-	813
ENSMUSG00000021660.14	chr13_98313752_98316229_-	chr13	98316229	98313752	-	490
ENSMUSG00000021660.14	chr13_98316298_98316865_-	chr13	98316865	98316298	-	505
ENSMUSG00000078941.9	chr13_100651445_100654190_+	chr13	100651445	100654190	+	652
ENSMUSG00000078941.9	chr13_100663953_100664050_+	chr13	100663953	100664050	+	155
ENSMUSG00000078941.9	chr13_100664196_100665826_+	chr13	100664196	100665826	+	156
ENSMUSG00000021764.8	chr13_114288866_114307816_-	chr13	114307816	114288866	-	424
ENSMUSG00000021764.8	chr13_114307890_114316856_-	chr13	114316856	114307890	-	508
ENSMUSG00000021764.8	chr13_114317029_114351447_-	chr13	114351447	114317029	-	511
ENSMUSG00000021764.8	chr13_114351526_114387958_-	chr13	114387958	114351526	-	382
ENSMUSG00000015536.14	chr13_114820946_114824566_+	chr13	114820946	114824566	+	78
ENSMUSG00000053453.9	chr14_13953162_13953410_-	chr14	13953410	13953162	-	126
ENSMUSG00000053453.9	chr14_13953538_13954538_-	chr14	13954538	13953538	-	108
ENSMUSG00000053453.9	chr14_13954656_13961184_-	chr14	13961184	13954656	-	87
ENSMUSG00000021774.13	chr14_18326430_18330949_-	chr14	18330949	18326430	-	97
ENSMUSG00000049960.4	chr14_20391460_20391892_-	chr14	20391892	20391460	-	193
ENSMUSG00000049960.4	chr14_20392153_20393480_-	chr14	20393480	20392153	-	183
ENSMUSG00000072676.12	chr14_25924907_25925521_-	chr14	25925521	25924907	-	1044
ENSMUSG00000072676.12	chr14_25925581_25925797_-	chr14	25925797	25925581	-	983
ENSMUSG00000072676.12	chr14_25925901_25927297_-	chr14	25927297	25925901	-	324
ENSMUSG00000072680.11	chr14_26064660_26065274_-	chr14	26065274	26064660	-	1519
ENSMUSG00000072680.11	chr14_26065334_26065550_-	chr14	26065550	26065334	-	1670
ENSMUSG00000072680.11	chr14_26065654_26067050_-	chr14	26067050	26065654	-	487
ENSMUSG00000021867.16	chr14_26204276_26204890_-	chr14	26204890	26204276	-	1369
ENSMUSG00000021867.16	chr14_26204950_26205166_-	chr14	26205166	26204950	-	1535
ENSMUSG00000021867.16	chr14_26205270_26206666_-	chr14	26206666	26205270	-	406
ENSMUSG00000042682.9	chr14_29968536_29970025_+	chr14	29968536	29970025	+	626
ENSMUSG00000042682.9	chr14_29970116_29971787_+	chr14	29970116	29971787	+	1086
ENSMUSG00000042682.9	chr14_29971871_29973360_+	chr14	29971871	29973360	+	758
ENSMUSG00000042682.9	chr14_29973447_29974475_+	chr14	29973447	29974475	+	1047
ENSMUSG00000042354.7	chr14_31017413_31017807_-	chr14	31017807	31017413	-	42
ENSMUSG00000013701.13	chr14_32180670_32189143_-	chr14	32189143	32180670	-	581
ENSMUSG00000013701.13	chr14_32189254_32191341_-	chr14	32191341	32189254	-	485
ENSMUSG00000013701.13	chr14_32191400_32193402_-	chr14	32193402	32191400	-	488
ENSMUSG00000013701.13	chr14_32193487_32193853_-	chr14	32193853	32193487	-	401
ENSMUSG00000013701.13	chr14_32193947_32198968_-	chr14	32198968	32193947	-	379
ENSMUSG00000013701.13	chr14_32199027_32201642_-	chr14	32201642	32199027	-	245
ENSMUSG00000021794.16	chr14_34325576_34329288_+	chr14	34325576	34329288	+	112
ENSMUSG00000021794.16	chr14_34329383_34334111_+	chr14	34329383	34334111	+	137
ENSMUSG00000021794.16	chr14_34334291_34335301_+	chr14	34334291	34335301	+	151
ENSMUSG00000021794.16	chr14_34335439_34336092_+	chr14	34335439	34336092	+	84
ENSMUSG00000021794.16	chr14_34336230_34336495_+	chr14	34336230	34336495	+	95
ENSMUSG00000021794.16	chr14_34338883_34339926_+	chr14	34338883	34339926	+	103
ENSMUSG00000021794.16	chr14_34340018_34342118_+	chr14	34340018	34342118	+	111
ENSMUSG00000021794.16	chr14_34342181_34343603_+	chr14	34342181	34343603	+	153
ENSMUSG00000021794.16	chr14_34311342_34319881_+	chr14	34311342	34319881	+	144
ENSMUSG00000021794.16	chr14_34319962_34321767_+	chr14	34319962	34321767	+	132
ENSMUSG00000041028.16	chr14_37122226_37125159_-	chr14	37125159	37122226	-	224
ENSMUSG00000041028.16	chr14_37125331_37125901_-	chr14	37125901	37125331	-	321
ENSMUSG00000041028.16	chr14_37126090_37127586_-	chr14	37127586	37126090	-	314
ENSMUSG00000041028.16	chr14_37127695_37130635_-	chr14	37130635	37127695	-	259
ENSMUSG00000041028.16	chr14_37130777_37131537_-	chr14	37131537	37130777	-	294
ENSMUSG00000041028.16	chr14_37131649_37133170_-	chr14	37133170	37131649	-	248
ENSMUSG00000041028.16	chr14_37133270_37133632_-	chr14	37133632	37133270	-	244
ENSMUSG00000041028.16	chr14_37133803_37135194_-	chr14	37135194	37133803	-	172
ENSMUSG00000021832.8	chr14_45329932_45330829_+	chr14	45329932	45330829	+	139
ENSMUSG00000021832.8	chr14_45330909_45330986_+	chr14	45330909	45330986	+	213
ENSMUSG00000021832.8	chr14_45343521_45343646_+	chr14	45343521	45343646	+	332
ENSMUSG00000021832.8	chr14_45343727_45346743_+	chr14	45343727	45346743	+	266
ENSMUSG00000021832.8	chr14_45346815_45348582_+	chr14	45346815	45348582	+	346
ENSMUSG00000015759.11	chr14_46776549_46778888_-	chr14	46778888	46776549	-	518
ENSMUSG00000015759.11	chr14_46779032_46780112_-	chr14	46780112	46779032	-	594
ENSMUSG00000015759.11	chr14_46780225_46784111_-	chr14	46784111	46780225	-	707
ENSMUSG00000015759.11	chr14_46784180_46788182_-	chr14	46788182	46784180	-	363
ENSMUSG00000022174.8	chr14_54235713_54242698_-	chr14	54242698	54235713	-	590
ENSMUSG00000022174.8	chr14_54242868_54253631_-	chr14	54253631	54242868	-	586
ENSMUSG00000010406.12	chr14_54426960_54427033_+	chr14	54426960	54427033	+	249
ENSMUSG00000010406.12	chr14_54427091_54427170_+	chr14	54427091	54427170	+	165
ENSMUSG00000010406.12	chr14_54427238_54428583_+	chr14	54427238	54428583	+	131
ENSMUSG00000010406.12	chr14_54428648_54429581_+	chr14	54428648	54429581	+	125
ENSMUSG00000022193.7	chr14_54614481_54616514_-	chr14	54616514	54614481	-	921
ENSMUSG00000022210.7	chr14_55479033_55480025_+	chr14	55479033	55480025	+	141
ENSMUSG00000022210.7	chr14_55480203_55486116_+	chr14	55480203	55486116	+	173
ENSMUSG00000022210.7	chr14_55486218_55487092_+	chr14	55486218	55487092	+	222
ENSMUSG00000022210.7	chr14_55487163_55487259_+	chr14	55487163	55487259	+	208
ENSMUSG00000022210.7	chr14_55487311_55487583_+	chr14	55487311	55487583	+	240
ENSMUSG00000022210.7	chr14_55487718_55488159_+	chr14	55487718	55488159	+	219
ENSMUSG00000022210.7	chr14_55488215_55489818_+	chr14	55488215	55489818	+	305
ENSMUSG00000079197.10	chr14_55587565_55587653_-	chr14	55587653	55587565	-	482
ENSMUSG00000079197.10	chr14_55587740_55588039_-	chr14	55588039	55587740	-	666
ENSMUSG00000079197.10	chr14_55588094_55588232_-	chr14	55588232	55588094	-	511
ENSMUSG00000079197.10	chr14_55588300_55588443_-	chr14	55588443	55588300	-	402
ENSMUSG00000079197.10	chr14_55588512_55589300_-	chr14	55589300	55588512	-	419
ENSMUSG00000079197.10	chr14_55589398_55589480_-	chr14	55589480	55589398	-	448
ENSMUSG00000079197.10	chr14_55589511_55589618_-	chr14	55589618	55589511	-	360
ENSMUSG00000079197.10	chr14_55589705_55590032_-	chr14	55590032	55589705	-	328
ENSMUSG00000079197.10	chr14_55590095_55590494_-	chr14	55590494	55590095	-	303
ENSMUSG00000079197.10	chr14_55590527_55590841_-	chr14	55590841	55590527	-	451
ENSMUSG00000010376.15	chr14_55662625_55663414_-	chr14	55663414	55662625	-	678
ENSMUSG00000010376.15	chr14_55663497_55663811_-	chr14	55663811	55663497	-	551
ENSMUSG00000010376.15	chr14_55663859_55671794_-	chr14	55671794	55663859	-	644
ENSMUSG00000002332.16	chr14_55739420_55739551_-	chr14	55739551	55739420	-	291
ENSMUSG00000002332.16	chr14_55739632_55739935_-	chr14	55739935	55739632	-	308
ENSMUSG00000002332.16	chr14_55740005_55740726_-	chr14	55740726	55740005	-	323
ENSMUSG00000002332.16	chr14_55740873_55741182_-	chr14	55741182	55740873	-	465
ENSMUSG00000002332.16	chr14_55741315_55743453_-	chr14	55743453	55741315	-	267
ENSMUSG00000002332.16	chr14_55743533_55743657_-	chr14	55743657	55743533	-	295
ENSMUSG00000002332.16	chr14_55743801_55744917_-	chr14	55744917	55743801	-	310
ENSMUSG00000002332.16	chr14_55745088_55745440_-	chr14	55745440	55745088	-	205
ENSMUSG00000021963.17	chr14_57798354_57798487_+	chr14	57798354	57798487	+	409
ENSMUSG00000021963.17	chr14_57798597_57801493_+	chr14	57798597	57801493	+	358
ENSMUSG00000021963.17	chr14_57801616_57801921_+	chr14	57801616	57801921	+	618
ENSMUSG00000022051.15	chr14_66987775_66989134_-	chr14	66989134	66987775	-	549
ENSMUSG00000022051.15	chr14_66989284_66989405_-	chr14	66989405	66989284	-	392
ENSMUSG00000022051.15	chr14_66989509_66993876_-	chr14	66993876	66989509	-	569
ENSMUSG00000022051.15	chr14_66993949_66999520_-	chr14	66999520	66993949	-	634
ENSMUSG00000022051.15	chr14_66999704_67008687_-	chr14	67008687	66999704	-	278
ENSMUSG00000022110.13	chr14_73552897_73560440_+	chr14	73552897	73560440	+	94
ENSMUSG00000022110.13	chr14_73560621_73568633_+	chr14	73560621	73568633	+	135
